name,house,is_male,culture,is_noble,is_married,is_popular,popularity,dead_relations,is_alive,actually_died,age
Ambrode,Unknown,0,Ironborn,0,0,0,0.0033444816053511,0,1,1,-1.0
Andrey Dalt,House Dalt,0,Dornish,1,0,0,0.0367892976588628,0,1,1,-1.0
Andrey Charlton,House Charlton,1,,1,0,0,0.0133779264214046,0,0,0,-1.0
Argrave the Defiant,House Butterwell,1,,1,0,0,0.0133779264214046,0,1,1,-1.0
Armen,Unknown,1,,0,0,0,0.0301003344481605,0,1,1,-1.0
Arneld,Unknown,1,,1,0,0,0.0033444816053511,0,1,1,-1.0
Arnell,Night's Watch,1,,1,0,0,0.0066889632107023,0,1,1,-1.0
Arrec Durrandon,Unknown,1,,0,0,0,0.0,0,1,1,-1.0
Arron,Night's Watch,1,,0,0,0,0.0434782608695652,0,1,1,-1.0
Arryk (guard),House Tyrell,0,,0,0,0,0.0,0,1,1,-1.0
Arron Qorgyle,House Qorgyle,1,,1,0,0,0.0234113712374581,0,1,1,-1.0
Arson,Unknown,1,Free Folk,0,0,0,0.0,0,1,1,-1.0
Aubrey Ambrose,House Ambrose,1,,1,0,0,0.0066889632107023,0,1,1,-1.0
Ayrmidon,Unknown,0,Valyrian,0,0,0,0.0066889632107023,0,1,1,-1.0
Baelon Targaryen (son of Viserys I),House Targaryen,1,Valyrian,1,0,0,0.100334448160535,0,0,0,0.0
Baelon Targaryen (son of Aerys),House Targaryen,0,Valyrian,1,0,0,0.0434782608695652,0,1,1,-1.0
Balon Botley,House Botley,1,Ironborn,0,0,0,0.0501672240802675,0,1,1,-1.0
Baelor Targaryen (son of Daeron II),House Targaryen,1,,1,1,1,0.474916387959866,3,0,0,39.0
Bandy,House Stark,0,Northmen,0,0,0,0.020066889632107,0,1,1,-1.0
Bannen,Night's Watch,1,,0,0,0,0.0334448160535117,0,0,0,-1.0
Barre,Unknown,1,,0,0,0,0.0133779264214046,0,1,1,-1.0
Barbara Bracken,House Bracken,0,,0,0,0,0.0301003344481605,0,1,1,-1.0
Barth (brewer),House Stark,1,,0,0,0,0.0033444816053511,0,1,1,-1.0
Bass,Night's Watch,0,,0,0,0,0.0,0,1,1,-1.0
Bearded Ben,Night's Watch,1,,0,0,0,0.0234113712374581,0,1,1,-1.0
Becca,House Arryn,1,,0,0,0,0.0033444816053511,0,1,1,-1.0
Beck,Unknown,1,,1,0,0,0.0,0,1,1,6.0
Belandra,House Martell,0,,0,0,0,0.0066889632107023,0,1,1,-1.0
Beldecar,Unknown,0,,0,0,0,0.0066889632107023,0,1,1,-1.0
Belis,Alchemists' Guild,1,,1,0,0,0.020066889632107,0,1,1,-1.0
Bellonara Otherys,Unknown,0,Braavosi,0,0,0,0.0133779264214046,0,1,1,-1.0
Bella,Unknown,0,,0,0,0,0.0836120401337792,0,1,1,22.0
Ben,Unknown,1,,0,0,0,0.0100334448160535,0,1,1,12.0
Ben Blackthumb,House Whent,1,,0,0,0,0.0267558528428093,0,1,1,-1.0
Ben Bones,House Bolton,1,,0,0,0,0.0334448160535117,0,1,1,-1.0
Ben Bushy,House Bushy,0,,1,0,0,0.0234113712374581,0,0,0,-1.0
Benedict,Unknown,0,,1,0,0,0.0133779264214046,0,1,1,-1.0
Benjen Stark (Bitter),Unknown,1,Northmen,0,0,0,0.0133779264214046,0,1,1,-1.0
Benjen Stark (Sweet),Unknown,1,Northmen,0,0,0,0.0133779264214046,0,1,1,-1.0
Bennet,Unknown,0,,0,0,0,0.0066889632107023,0,1,1,-1.0
Bennis,House Osgrey,1,,1,0,0,0.0367892976588628,0,1,1,-1.0
Beqqo,Unknown,0,Braavosi,0,0,0,0.0033444816053511,0,1,1,-1.0
Bennarion Botley,House Botley,1,Ironborn,0,0,0,0.0468227424749163,0,1,1,-1.0
Beron Blacktyde,House Blacktyde,0,,0,0,0,0.0167224080267558,0,1,1,-1.0
Bertram Beesbury,House Beesbury,1,,1,0,0,0.0033444816053511,0,1,1,-1.0
Bessa,Unknown,1,,0,0,0,0.0066889632107023,0,1,1,-1.0
Bessa (Winterfell),Unknown,0,Northmen,0,0,0,0.0033444816053511,0,1,1,-1.0
Bess Bracken,House Bracken,0,,0,0,0,0.0301003344481605,0,1,1,-1.0
Bethany (Blushing Bethany),Unknown,0,Braavosi,0,0,0,0.0167224080267558,0,1,1,-1.0
Bethany Fair-Fingers,Unknown,0,,0,0,0,0.0066889632107023,0,1,1,-1.0
Bharbo,Unknown,0,Dothraki,0,0,0,0.0033444816053511,2,1,1,-1.0
Big Boil,Unknown,1,Free Folk,0,0,0,0.0066889632107023,0,1,1,-1.0
Blind Doss,Unknown,0,Free folk,0,0,0,0.0,0,1,1,-1.0
Blane,Night's Watch,1,,0,0,0,0.020066889632107,0,1,1,-1.0
Bodger,Unknown,0,Free Folk,0,0,0,0.0066889632107023,0,1,1,-1.0
Borcas,Night's Watch,1,,0,0,0,0.0,0,1,1,-1.0
Bors,House Martell,1,,0,0,0,0.0066889632107023,0,1,1,-1.0
Borroq,Unknown,1,Free folk,0,0,0,0.0267558528428093,0,1,1,-1.0
Boy,Unknown,1,,0,0,0,0.0100334448160535,0,1,1,21.0
Brandon Stark (Bad),House Stark,1,Northmen,1,0,0,0.0167224080267558,0,1,1,-1.0
Brandon Stark (Burner),Unknown,1,Northmen,0,0,0,0.0334448160535117,0,1,1,-1.0
Brandon Stark (the daughterless),House Stark,1,Northmen,1,0,0,0.0334448160535117,0,1,1,-1.0
Brandon Stark (son of Cregan),House Stark,1,Northmen,1,1,0,0.1438127090301,0,1,1,-1.0
Brandon Stark (Shipwright),Unknown,1,Northmen,0,0,0,0.0367892976588628,0,1,1,-1.0
Brea,Unknown,0,Braavosi,0,0,0,0.0234113712374581,0,1,1,-1.0
Brella,House Baratheon,0,,0,0,0,0.0167224080267558,0,1,1,-1.0
Brenett,House Frey,1,,1,0,0,0.0033444816053511,0,1,1,-1.0
Briar,Unknown,0,Free Folk,0,0,0,0.0100334448160535,0,1,1,-1.0
Brogg,Unknown,1,Free Folk,0,0,0,0.0066889632107023,0,1,1,-1.0
Brusco,Unknown,1,Braavosi,0,0,0,0.0468227424749163,0,1,1,-1.0
Brown Bernarr,Night's Watch,0,,0,0,0,0.0234113712374581,0,0,0,-1.0
Bryan of Oldtown,Unknown,0,Reach,0,0,0,0.0033444816053511,0,1,1,-1.0
Bryen,House Baelish,1,,0,0,0,0.0167224080267558,0,1,1,85.0
Buford Bulwer,House Bulwer,1,,1,0,0,0.0167224080267558,0,1,1,-1.0
Bump,Unknown,1,Free folk,0,0,0,0.0234113712374581,0,1,1,-1.0
Buu,Unknown,0,,0,0,0,0.0,0,1,1,-1.0
Byan Votyris,Unknown,1,Norvoshi,0,0,0,0.0,0,1,1,-1.0
Byam Flint,Night's Watch,1,,1,0,0,0.020066889632107,0,0,0,-1.0
Byren Flowers,Unknown,1,,1,0,0,0.0066889632107023,0,1,1,-1.0
Byron,House Baelish,0,,1,0,0,0.020066889632107,0,1,1,-1.0
Cadwyl,House Greyjoy,1,Ironborn,0,0,0,0.0100334448160535,0,1,1,-1.0
Lord Cafferen,House Cafferen,1,,1,0,0,0.020066889632107,0,0,0,-1.0
Calon,House Stark,0,Northmen,0,0,0,0.0133779264214046,0,1,1,-1.0
Cadwyn,House Lannister,0,,1,0,0,0.0,0,1,1,-1.0
Canker Jeyne,Unknown,0,Braavosi,0,0,0,0.0100334448160535,0,1,1,-1.0
Carellen Smallwood,House Smallwood,0,,0,0,0,0.0367892976588628,0,1,1,-1.0
Cass,Unknown,0,,0,0,0,0.0167224080267558,0,1,1,-1.0
Carrot,House Royce of the Gates of the Moon,0,,0,0,0,0.0100334448160535,0,1,1,-1.0
Castos,Unknown,0,,1,0,0,0.0066889632107023,0,1,1,-1.0
Cedra,House Martell,0,,0,0,0,0.0133779264214046,0,1,1,-1.0
Catelyn Bracken,House Bracken,0,,0,0,0,0.0301003344481605,0,1,1,-1.0
Cedric Payne,House Payne,1,,1,0,0,0.0133779264214046,0,0,0,-1.0
Cedrik Storm,House Buckler,0,,0,0,0,0.0033444816053511,0,1,1,-1.0
Cerrick,House Webber,1,Ironborn,1,0,0,0.0066889632107023,0,1,1,-1.0
Cetheres,Unknown,0,,1,0,0,0.0066889632107023,0,1,1,-1.0
Catelyn Stark,House Tully,0,Rivermen,1,1,0,0.0,7,0,0,35.0
Cheyk,Black Ears,0,,0,0,0,0.0133779264214046,0,1,1,-1.0
Chiggen,Unknown,1,,0,0,0,0.0167224080267558,0,0,0,-1.0
Clarence Crabb,House Crabb,1,,1,0,0,0.0267558528428093,0,1,1,-1.0
Clarence Charlton,House Charlton,0,,1,0,0,0.0133779264214046,0,1,1,-1.0
Clarence Crabb (Short),House Crabb,1,,1,0,0,0.0066889632107023,0,1,1,-1.0
Clement,Unknown,1,,1,0,0,0.0133779264214046,0,1,1,54.0
Cleyton Caswell,House Caswell,0,,1,0,0,0.0033444816053511,0,1,1,-1.0
Clifford Conklyn,House Conklyn,1,,1,0,0,0.0066889632107023,0,1,1,-1.0
Colen of Greenpools,House Baratheon,1,,1,0,0,0.0167224080267558,0,1,1,-1.0
Collio Quaynis,Unknown,1,Tyroshi,0,0,0,0.0167224080267558,0,1,1,-1.0
Conn,Stone Crows,1,Vale mountain clans,0,0,0,0.0133779264214046,0,0,0,-1.0
Coratt,Stone Crows,1,Vale mountain clans,0,0,0,0.0033444816053511,0,1,1,-1.0
Cosgrove,House Butterwell,0,,1,0,0,0.0,0,1,1,-1.0
Cossomo,Unknown,1,Braavosi,0,0,0,0.0133779264214046,0,1,1,-1.0
Courtenay Greenhill,House Greenhill,0,,1,0,0,0.0,0,1,1,-1.0
Cregan Karstark,House Karstark,1,Northmen,0,0,0,0.0668896321070234,0,1,1,56.0
Cutjack,Unknown,1,,0,0,0,0.0334448160535117,0,1,1,-1.0
Dacks,House Redfort,1,,0,0,0,0.0,0,1,1,-1.0
Daella Targaryen (daughter of Jaehaerys I),House Targaryen,0,Valyrian,1,1,0,0.0869565217391304,0,0,0,28.0
Daella Targaryen (daughter of Maekar I),House Targaryen,1,Valyrian,1,0,0,0.0802675585284281,0,0,0,100.0
Daenerys Targaryen (daughter of Aegon IV),House Targaryen,0,,1,1,0,0.0936454849498327,10,0,0,100.0
Daeron I Targaryen,Unknown,1,,0,0,1,0.518394648829431,7,0,0,-1.0
Daena Targaryen,House Targaryen,0,Valyrian,1,1,0,0.227424749163879,7,0,0,100.0
Daeryssa,Unknown,0,,1,0,0,0.0066889632107023,0,1,1,-1.0
Daeron Targaryen (son of Viserys I),House Targaryen,1,,1,0,0,0.227424749163879,0,0,0,16.0
Dagon Ironmaker,House Ironmaker,1,Ironborn,0,0,0,0.0167224080267558,0,1,1,-1.0
Daeron Targaryen (son of Maekar I),House Targaryen,1,,1,1,0,0.130434782608695,0,0,0,31.0
Daeron II Targaryen,Unknown,1,,0,0,1,0.765886287625418,10,0,0,-1.0
Dake,House Osgrey,1,,0,0,0,0.0100334448160535,0,1,1,-1.0
Dale Drumm,House Drumm,0,,0,0,0,0.0100334448160535,0,1,1,-1.0
Dalla (Dragonstone),House Baratheon of Dragonstone,0,,0,0,0,0.0066889632107023,0,1,1,-1.0
Damon Lannister (lord),House Lannister,1,Westerman,1,1,0,0.0,0,0,0,-1.0
Dan,Unknown,1,Free Folk,0,0,0,0.0033444816053511,0,1,1,-1.0
Damon Lannister (son of Jason),House Lannister,1,,0,1,0,0.060200668896321,0,1,1,61.0
Darla Deddings,House Deddings,0,,1,0,0,0.0100334448160535,0,1,1,-1.0
Danos Slynt,House Slynt,1,,0,0,0,0.0234113712374581,0,1,1,-1.0
Daughter of the Dusk,Unknown,0,Braavosi,0,0,0,0.0133779264214046,0,1,1,-1.0
Del,Unknown,0,Free Folk,0,0,0,0.0133779264214046,0,0,0,16.0
Denestan,Unknown,0,,1,0,0,0.0100334448160535,0,1,1,-1.0
Denyo Terys,Unknown,1,Braavosi,0,0,0,0.0167224080267558,0,1,1,18.0
Dennis Plumm,House Plumm,1,,1,0,0,0.0267558528428093,0,1,1,-1.0
Denys Drumm,House Drumm,1,Ironborn,0,0,0,0.0167224080267558,0,1,1,-1.0
Denys Redwyne,House Redwyne,1,,0,0,0,0.0735785953177257,0,1,1,-1.0
Denyse Hightower,House Hightower,0,,0,1,0,0.0735785953177257,0,1,1,-1.0
Dhazzar,Unknown,0,Ghiscari,1,0,0,0.0133779264214046,0,1,1,-1.0
Dick Follard,Night's Watch,1,,0,0,0,0.0301003344481605,0,0,0,-1.0
Dickon Manwoody,House Manwoody,1,,0,0,0,0.0267558528428093,0,1,1,-1.0
Dobber,Unknown,1,,0,0,0,0.0267558528428093,0,0,0,-1.0
Donnel Drumm,House Drumm,1,Ironborn,0,0,0,0.0167224080267558,0,1,1,-1.0
Donel Greyjoy,House Greyjoy,1,Ironborn,0,0,0,0.060200668896321,0,1,1,-1.0
Donella Hornwood,House Manderly,0,Northmen,1,1,0,0.0969899665551839,0,0,0,50.0
Donnel Hill,Night's Watch,1,,0,0,0,0.0434782608695652,0,1,1,-1.0
Donnis,House Stark,0,Northmen,0,0,0,0.0066889632107023,0,1,1,-1.0
Donyse,Unknown,0,,0,0,0,0.0,0,1,1,-1.0
Dorcas,House Lannister,0,,0,0,0,0.020066889632107,0,1,1,-1.0
Dornish Dilly,Night's Watch,0,,0,0,0,0.0033444816053511,0,0,0,-1.0
Dorren Stark,Unknown,1,Northmen,0,0,0,0.0133779264214046,0,1,1,-1.0
Draqaz,Unknown,0,Ghiscari,1,0,0,0.0167224080267558,0,1,1,-1.0
Drennan,House Greyjoy,1,Ironborn,0,0,0,0.0133779264214046,0,0,0,-1.0
Dudley,Unknown,1,,1,0,0,0.0,0,1,1,-1.0
Dryn,Unknown,1,Free Folk,0,0,0,0.0167224080267558,0,1,1,-1.0
Dunaver,House Lannister,0,,1,0,0,0.0066889632107023,0,1,1,-1.0
Durran,Unknown,1,First Men,0,0,0,0.0434782608695652,0,1,1,-1.0
Dyah,Unknown,0,Free Folk,0,1,0,0.0167224080267558,0,1,1,-1.0
Dykk Harlaw,House Harlaw,1,,0,0,0,0.0100334448160535,0,0,0,-1.0
Easy,Night's Watch,1,,0,0,0,0.0033444816053511,0,0,0,-1.0
Duncan Targaryen,House Targaryen,1,,1,1,0,0.140468227424749,6,0,0,39.0
Edgerran Oakheart,House Oakheart,1,,1,0,0,0.0066889632107023,0,1,1,-1.0
Eden Risley,House Risley,1,,1,0,0,0.0033444816053511,0,1,1,-1.0
Edmund Ambrose,House Ambrose,0,,1,0,0,0.0234113712374581,0,1,1,-1.0
Edwyn Osgrey,House Osgrey,1,,1,0,0,0.020066889632107,0,0,0,-1.0
Eggon,House Clegane,1,,0,0,0,0.0133779264214046,0,1,1,-1.0
Eglantine,Faith of the Seven,0,,0,0,0,0.0066889632107023,0,1,1,-1.0
Egon Emeros,Pureborn,0,Qartheen,0,0,0,0.0133779264214046,0,1,1,-1.0
Eldiss,Unknown,1,Ironborn,0,0,0,0.0133779264214046,0,1,1,-1.0
Eldred Codd,House Codd,1,Ironborn,0,0,0,0.0167224080267558,0,1,1,-1.0
Elaena Targaryen,House Targaryen,0,Valyrian,1,1,0,0.137123745819397,7,0,0,70.0
Elys Westerling,House Westerling,0,,1,0,0,0.0133779264214046,0,1,1,-1.0
Elyas Willum,House Willum,1,,0,0,0,0.0133779264214046,0,1,1,-1.0
Elza,House of Galare,0,Meereenese,0,0,0,0.0100334448160535,0,0,0,-1.0
Emma,Unknown,0,,0,0,0,0.0167224080267558,0,1,1,45.0
Elys Waynwood,House Waynwood,0,,1,1,0,0.0702341137123745,0,1,1,-1.0
Emrick,Night's Watch,1,,0,0,0,0.0434782608695652,0,1,1,-1.0
Endehar,Unknown,0,,0,0,0,0.0,0,1,1,-1.0
Emphyria Vance,House Vance of Wayfarer's Rest,0,,0,0,0,0.0167224080267558,0,1,1,-1.0
Enger,House Tully,0,,0,0,0,0.0,0,1,1,-1.0
Erik Ironmaker,House Ironmaker,1,Ironborn,1,1,0,0.0501672240802675,0,1,1,94.0
Erreck,Unknown,1,,1,0,0,0.0033444816053511,0,1,1,-1.0
Erreg,Unknown,0,Andal,1,0,0,0.0167224080267558,0,1,1,-1.0
Errok,Unknown,1,Free Folk,0,0,0,0.0066889632107023,0,1,1,-1.0
Erryk (guard),House Tyrell,0,,0,0,0,0.0,0,1,1,-1.0
Esgred,Unknown,1,,0,0,0,0.0,0,1,1,-1.0
Eustace (Braavos),Faith of the Seven,0,,0,0,0,0.0100334448160535,0,1,1,-1.0
Eustace (Dance of the Dragons),Faith of the Seven,1,,0,0,0,0.0367892976588628,0,1,1,-1.0
Ezzara,Unknown,0,Ghiscari,1,0,0,0.0066889632107023,0,1,1,-1.0
Euron Greyjoy,Unknown,1,Ironborn,0,0,1,0.739130434782608,4,1,1,-1.0
Ezzelyno,R'hllor,0,Braavosi,1,0,0,0.0133779264214046,0,1,1,-1.0
Fern,Unknown,0,,0,0,0,0.0066889632107023,0,1,1,-1.0
Ferny,Unknown,0,Free Folk,0,1,0,0.0167224080267558,0,1,1,-1.0
Ferret,Unknown,0,,0,0,0,0.0033444816053511,0,1,1,-1.0
Fogo,Unknown,1,Dothraki,1,0,0,0.020066889632107,0,0,0,-1.0
Fornio,Night's Watch,1,,0,0,0,0.0100334448160535,0,1,1,-1.0
Fralegg,Unknown,1,Ironborn,0,0,0,0.0066889632107023,0,1,1,-1.0
Frenya,Unknown,1,Free Folk,0,0,0,0.0434782608695652,0,0,0,-1.0
Frynne,Unknown,0,,0,0,0,0.0,0,1,1,-1.0
Gage,House Stark,0,,0,0,0,0.0334448160535117,0,1,1,-1.0
Galladon of Morne,Unknown,1,,1,0,0,0.0,0,1,1,-1.0
Gallard,Unknown,0,,1,0,0,0.0100334448160535,0,1,1,-1.0
Galt,Stone Crows,0,Vale mountain clans,0,0,0,0.0033444816053511,0,1,1,-1.0
Galtry the Green,Unknown,1,,1,0,0,0.0133779264214046,0,1,1,-1.0
Galyeon of Cuy,Unknown,1,,0,0,0,0.0066889632107023,0,1,1,-1.0
Gareth the Grey,Unknown,1,,1,0,0,0.0033444816053511,0,1,1,-1.0
Garigus,Alchemists' Guild,1,,1,0,0,0.020066889632107,0,1,1,-1.0
Garizon,Unknown,0,,1,0,0,0.0066889632107023,0,1,1,-1.0
Gariss,House Stark,1,,0,0,0,0.0,0,1,1,-1.0
Garrett Paege,House Paege,1,,0,0,0,0.0133779264214046,0,1,1,-1.0
Garth XII Gardener,Unknown,0,,0,0,0,0.0133779264214046,0,1,1,-1.0
Garth of Oldtown,Night's Watch,0,,0,0,0,0.020066889632107,0,0,0,-1.0
Gascoyne,House Martell,0,,1,0,0,0.0133779264214046,0,1,1,-1.0
Gavin,Unknown,0,Free Folk,0,0,0,0.0066889632107023,0,1,1,-1.0
Gelmarr,House Greyjoy,1,,0,0,0,0.0267558528428093,0,0,0,-1.0
Gerren,Unknown,0,,0,0,0,0.0167224080267558,0,1,1,-1.0
Gerold Lannister,House Lannister,1,Westerman,1,1,0,0.0869565217391304,0,0,0,-1.0
Ghael,Unknown,1,Astapori,1,0,0,0.0234113712374581,0,1,1,-1.0
Gillam,Unknown,1,,1,0,0,0.0100334448160535,0,1,1,-1.0
Gladden Wylde,House Wylde,1,,1,0,0,0.0167224080267558,0,0,0,-1.0
Glendon Flowers,Unknown,1,,1,0,0,0.0802675585284281,0,0,0,100.0
Goady,Night's Watch,0,,0,0,0,0.0167224080267558,0,1,1,-1.0
Godwyn,House Lannister,1,,0,0,0,0.0,0,1,1,-1.0
Gormond Drumm,House Drumm,1,Ironborn,0,0,0,0.0066889632107023,0,1,1,-1.0
Gowen Baratheon,House Baratheon,1,,0,1,0,0.0167224080267558,0,1,1,-1.0
Grance Morrigen,House Morrigen,1,,1,0,0,0.0100334448160535,0,1,1,-1.0
Grazdan,Unknown,1,Astapori,1,0,0,0.0133779264214046,0,0,0,-1.0
Grazdan zo Galare,House of Galare,1,Meereenese,0,0,0,0.020066889632107,0,1,1,-1.0
Green Gergen,Unknown,1,,0,0,0,0.0,0,1,1,-1.0
Great Walrus,Unknown,1,Free Folk,0,0,0,0.0133779264214046,0,1,1,-1.0
Gretchel,House Arryn,1,,0,0,0,0.0167224080267558,0,1,1,-1.0
Grey King,Unknown,1,Ironborn,0,0,0,0.0769230769230769,0,1,1,-1.0
Griffin King,Unknown,1,First Men,0,0,0,0.020066889632107,0,1,1,-1.0
Grigg,Unknown,0,Free Folk,0,0,0,0.0066889632107023,0,1,1,-1.0
Grisel,House Baelish,0,,0,0,0,0.0033444816053511,0,1,1,-1.0
Grisella,Unknown,0,Free Folk,0,0,0,0.0100334448160535,0,1,1,-1.0
Gulian,Unknown,0,,1,0,0,0.0033444816053511,0,1,1,-1.0
Gulian Qorgyle,House Qorgyle,1,,1,0,0,0.0133779264214046,0,1,1,-1.0
Gurn,Stone Crows,0,Vale mountain clans,0,0,0,0.0033444816053511,0,1,1,-1.0
Guyne,Unknown,0,,1,0,0,0.0066889632107023,0,1,1,-1.0
Gwayne Corbray,House Corbray,1,,1,0,0,0.0434782608695652,0,1,1,-1.0
Gwayne Gaunt,House Gaunt,0,,1,0,0,0.0367892976588628,0,1,1,-1.0
Gwin Goodbrother,House Goodbrother,0,Ironborn,0,0,0,0.0267558528428093,0,1,1,-1.0
Gyles,Kingsguard,0,,1,0,0,0.0033444816053511,0,1,1,-1.0
Gyleno Dothare,Unknown,1,Braavosi,0,0,0,0.0133779264214046,0,1,1,-1.0
Gyles Farwynd,House Farwynd of the Lonely Light,1,Ironborn,0,0,0,0.0100334448160535,0,1,1,-1.0
Gwynesse Harlaw,House Harlaw,0,Ironborn,0,0,0,0.0568561872909698,0,1,1,-1.0
Gyles Grafton,House Grafton,1,,0,0,0,0.0167224080267558,0,1,1,-1.0
Gyloro Dothare,Unknown,1,Braavosi,0,0,0,0.0133779264214046,0,1,1,-1.0
Gyles III Gardener,Unknown,1,,0,0,0,0.020066889632107,0,1,1,-1.0
Gynir,House Greyjoy,1,,0,0,0,0.0267558528428093,0,0,0,-1.0
Haggon,Unknown,1,Free Folk,0,0,0,0.020066889632107,0,1,1,-1.0
Gysella Goodbrother,House Goodbrother,0,Ironborn,0,0,0,0.0267558528428093,0,1,1,-1.0
Hali,Unknown,0,Free Folk,0,0,0,0.020066889632107,0,0,0,-1.0
Haldon,House Targaryen,1,,0,0,0,0.127090301003344,0,1,1,-1.0
Harbert Paege,House Paege,0,,1,0,0,0.0133779264214046,0,1,1,-1.0
Hamish the Harper,Unknown,0,,0,0,0,0.020066889632107,0,0,0,-1.0
Halys Hornwood,House Hornwood,1,Northmen,1,1,0,0.107023411371237,0,0,0,-1.0
Harghaz,Unknown,1,Ghiscari,0,0,0,0.0234113712374581,0,0,0,-1.0
Hareth (Mole's Town),Night's Watch,1,,0,0,0,0.0501672240802675,0,1,1,-1.0
Harlan Grandison,House Grandison,1,,1,0,0,0.0167224080267558,0,0,0,-1.0
Harle the Handsome,Unknown,1,Free Folk,0,0,0,0.0133779264214046,0,1,1,-1.0
Harle the Huntsman,Unknown,1,Free Folk,0,0,0,0.0167224080267558,0,1,1,-1.0
Harlon Botley,House Botley,1,Ironborn,0,0,0,0.0468227424749163,0,1,1,-1.0
Harmund Sharp,House Sharp,1,Ironborn,0,0,0,0.0100334448160535,0,1,1,-1.0
Harlon Greyjoy,House Greyjoy,1,Ironborn,0,0,0,0.0635451505016722,0,1,1,-1.0
Harodon,Unknown,0,,1,0,0,0.0066889632107023,0,1,1,-1.0
Harra,House Whent,0,,0,0,0,0.0167224080267558,0,0,0,-1.0
Harrag Sharp,House Sharp,0,Ironborn,0,0,0,0.0167224080267558,0,0,0,-1.0
Harrag Hoare,Unknown,1,Ironborn,0,0,0,0.0267558528428093,0,1,1,-1.0
Harren Half-Hoare,Unknown,1,Ironborn,0,0,0,0.0167224080267558,0,1,1,-1.0
Harren Botley,House Botley,0,Ironborn,0,0,0,0.060200668896321,0,0,0,-1.0
Harrold Osgrey,House Osgrey,1,,1,0,0,0.0234113712374581,0,1,1,-1.0
Harry Sawyer,House Sawyer,0,,1,0,0,0.0167224080267558,0,1,1,-1.0
Harsley,Unknown,1,,0,0,0,0.0033444816053511,0,0,0,-1.0
Harwyn Hoare,Unknown,1,,0,0,0,0.100334448160535,0,1,1,-1.0
Hayhead,House Stark,1,Northmen,0,0,0,0.0167224080267558,0,1,1,-1.0
Hazrak zo Loraq,House of Loraq,1,Ghiscari,0,0,0,0.0100334448160535,0,1,1,-1.0
Harwyn Plumm,House Plumm,1,,1,0,0,0.0468227424749163,0,1,1,-1.0
Helicent Uffering,House Uffering,0,,0,0,0,0.0234113712374581,0,0,0,100.0
Helliweg,Unknown,0,,1,0,0,0.0100334448160535,0,1,1,-1.0
Helly,Unknown,0,,0,0,0,0.0133779264214046,0,1,1,-1.0
Helya,House Greyjoy,0,,0,0,0,0.0167224080267558,0,1,1,-1.0
Henk,Unknown,1,Free Folk,0,0,0,0.0066889632107023,0,1,1,-1.0
Henly (House Ashford),House Ashford,0,,0,0,0,0.0066889632107023,0,1,1,-1.0
Herbert Bolling,House Bolling,0,,1,0,0,0.0100334448160535,0,1,1,-1.0
Hendry Bracken,House Bracken,0,,0,0,0,0.040133779264214,0,0,0,-1.0
Heward,House Stark,0,northmen,0,0,0,0.020066889632107,0,0,0,-1.0
Hibald,Unknown,1,,0,0,0,0.0133779264214046,0,1,1,-1.0
Hilmar Drumm,House Drumm,1,Ironborn,0,0,0,0.0066889632107023,0,1,1,-1.0
Hod,Unknown,1,,0,0,0,0.0033444816053511,0,1,1,-1.0
Hoke,House Lannister,0,,0,0,0,0.0100334448160535,0,1,1,-1.0
Holger,Stone Crows,0,Vale mountain clans,0,0,0,0.0033444816053511,0,1,1,-1.0
Hop-Robin,Night's Watch,1,,0,0,0,0.0334448160535117,0,1,1,-1.0
Hugh Beesbury,House Beesbury,0,,1,0,0,0.0133779264214046,0,1,1,-1.0
Humfrey Clifton,House Clifton,1,,1,0,0,0.0133779264214046,0,1,1,-1.0
Hunnimore,Unknown,0,,1,0,0,0.0,0,1,1,-1.0
Husband,Unknown,1,,0,1,0,0.0434782608695652,0,1,1,-1.0
Illifer,Unknown,1,,1,0,0,0.040133779264214,0,1,1,65.0
Ironbelly,Unknown,1,,0,0,0,0.0100334448160535,0,1,1,-1.0
Jaehaerys Targaryen (son of Aegon II),House Targaryen,1,,1,0,0,0.187290969899665,0,0,0,6.0
Jaehaera Targaryen,House Targaryen,0,Valyrian,1,1,0,0.280936454849498,0,0,0,10.0
Jaggot,Stone Crows,0,Vale mountain clans,0,0,0,0.0,0,1,1,-1.0
Jaehaerys II Targaryen,Unknown,1,,0,0,1,0.494983277591973,0,0,0,-1.0
Jaime Frey,House Frey,1,,0,0,0,0.127090301003344,0,1,1,6.0
Jaehaerys I Targaryen,Unknown,1,,0,0,1,0.65886287625418,5,0,0,-1.0
Jate,Unknown,0,,0,0,0,0.0,0,0,0,-1.0
Jate Blackberry,House Blackberry,1,,0,0,0,0.0100334448160535,0,1,1,-1.0
Jasper Waynwood,House Waynwood,1,,0,0,0,0.0568561872909698,0,1,1,-1.0
Jayde,Chataya's brothel,0,,0,0,0,0.020066889632107,0,1,1,-1.0
Jeffory Norcross,House Norcross,1,,1,0,0,0.0066889632107023,0,1,1,-1.0
Jeffory Mallister,House Mallister,1,,0,0,0,0.020066889632107,0,1,1,-1.0
Jayne Bracken,House Bracken,0,,0,0,0,0.0301003344481605,0,1,1,-1.0
Squinty Jeyne,House Osgrey,0,,0,0,0,0.0066889632107023,0,1,1,-1.0
Jeyne Fossoway,House Fossoway of New Barrel,0,,0,1,0,0.0535117056856187,0,1,1,-1.0
